"ts_code","sub_code","name","ipo_date","issue_date","amount","market_amount","price","pe","limit_amount","funds","ballot"
"603213.SH","732213.0","镇洋发展","20211101.0","20211111","6526.0","5873.0","5.99","22.97","1.9","3.909","0.04"
"603214.SH","732214.0","爱婴室","20180321.0","20180330","2500.0","2250.0","19.95","22.98","1.0","4.987","0.03"
"603215.SH","732215.0","比依股份","20220209.0","20220218","4667.0","4200.0","12.5","22.98","1.8","5.833","0.03"
"603216.SH","732216.0","梦天家居","20211202.0","20211215","5536.0","4982.0","16.86","22.99","2.2","9.334","0.03"
"603217.SH","732217.0","元利科技","20190611.0","20190620","2276.0","2048.0","54.96","20.72","0.9","12.509","0.03"
"603218.SH","732218.0","日月股份","20161219.0","20161228","4100.0","3690.0","23.9","22.99","1.2","9.799","0.04"
"603219.SH","732219.0","富佳股份","20211111.0","20211122","4100.0","3690.0","9.56","22.98","1.2","3.92","0.03"
"603220.SH","732220.0","贝通信","20181106.0","20181115","8444.0","7600.0","7.85","22.97","3.3","6.629","0.06"
"603221.SH","732221.0","爱丽家居","20200311.0","20200323","6000.0","5400.0","12.9","22.98","2.4","7.74","0.04"
"603222.SH","732222.0","济民制药","20150210.0","20150217","4000.0","3600.0","7.36","22.96","1.6","2.944","0.54"
"603223.SH","732223.0","恒通股份","20150619.0","20150630","3000.0","2700.0","8.31","22.97","1.2","2.493","0.35"
"603225.SH","732225.0","新凤鸣","20170407.0","20170418","7730.0","6957.0","26.68","22.99","2.3","20.624","0.05"
"603226.SH","732226.0","菲林格尔","20170605.0","20170615","2167.0","1950.0","17.56","22.99","0.8","3.805","0.03"
"603227.SH","732227.0","雪峰科技","20150506.0","20150515","8235.0","7411.5","4.98","22.95","3.2","4.101","0.3"
"603228.SH","732228.0","景旺电子","20161226.0","20170106","4800.0","4320.0","23.16","22.97","1.4","11.117","0.04"
"603229.SH","732229.0","奥翔药业","20170426.0","20170509","4000.0","3600.0","7.81","22.98","1.6","3.124","0.03"
"603230.SH","732230.0","内蒙新华","20211215.0","20211224","8838.0","7954.0","11.15","22.99","3.5","9.854","0.04"
"603231.SH","732231.0","索宝蛋白","20231204.0","20231215","4786.0","3829.0","21.29","26.74","1.9","10.19","0.04"
"603232.SH","732232.0","格尔软件","20170411.0","20170421","1525.0","1525.0","18.1","22.91","1.5","2.76","0.01"
"603233.SH","732233.0","大参林","20170719.0","20170731","4001.0","3601.0","24.72","22.99","1.2","9.89","0.04"
"603235.SH","732235.0","天新药业","20220701.0","20220712","4378.0","3940.0","36.88","22.99","1.3","16.146","0.04"
"603236.SH","732236.0","移远通信","20190704.0","20190716","2230.0","2007.0","43.93","22.99","0.8","9.796","0.03"
"603237.SH","732237.0","五芳斋","20220822.0","20220831","2519.0","2267.0","34.32","22.99","1.0","8.644","0.03"
"603238.SH","732238.0","诺邦股份","20170210.0","20170222","3000.0","2700.0","13.31","22.99","1.2","3.993","0.03"
"603239.SH","732239.0","浙江仙通","20161221.0","20161230","2256.0","2030.0","21.84","22.99","0.8","4.927","0.03"
"603255.SH","732255.0","鼎际得","20220809.0","20220818","3337.0","3003.0","21.88","22.99","1.3","7.301","0.03"
"603256.SH","732256.0","宏和科技","20190709.0","20190719","8780.0","7902.0","4.43","22.96","2.6","3.89","0.06"
"603257.SH","732257.0","中国瑞林","20250326.0","20250408","3000.0","1992.0","20.52","18.17","0.95","6.156","0.03"
"603258.SH","732258.0","电魂网络","20161017.0","20161026","6000.0","5400.0","15.62","18.16","2.4","9.372","0.05"
"603259.SH","732259.0","药明康德","20180424.0","20180508","10420.0","9378.0","21.6","22.99","3.1","22.507","0.06"
"603260.SH","732260.0","合盛硅业","20171018.0","20171030","7000.0","6300.0","19.52","22.99","2.1","13.664","0.04"
"603261.SH","732261.0","立航科技","20220303.0","20220315","1925.0","1925.0","19.7","22.59","1.9","3.792","0.01"
"603262.SH","732262.0","技源集团","20250714.0","20250723","5001.0","2801.0","10.88","25.51","1.2","5.441","0.03"
"603266.SH","732266.0","天龙股份","20161228.0","20170110","2500.0","2250.0","14.63","22.99","1.0","3.658","0.03"
"603267.SH","732267.0","鸿远电子","20190430.0","20190515","4134.0","3721.0","20.24","16.5","1.6","8.367","0.03"
"603268.SH","732268.0","松发股份","20150311.0","20150319","2200.0","1980.0","11.66","22.86","0.8","2.5652","0.59"
"603269.SH","732269.0","海鸥股份","20170505.0","20170517","2287.0","2058.0","8.76","22.99","0.9","2.003","0.02"
"603270.SH","732270.0","金帝股份","20230823.0","20230901","5478.0","3975.0","21.77","41.68","1.95","11.925","0.05"
"603271.SH","732271.0","永杰新材","20250228.0","20250311","4920.0","3149.0","20.6","16.43","1.55","10.135","0.03"
"603272.SH","732272.0","联翔股份","20220510.0","20220520","2591.0","2332.0","13.64","22.99","1.0","3.534","0.03"
"603273.SH","732273.0","天元智能","20231012.0","20231023","5358.0","4286.0","9.5","29.94","2.1","5.09","0.05"
"603275.SH","732275.0","众辰科技","20230814.0","20230823","3719.0","2975.0","49.97","53.64","1.45","18.585","0.04"
"603276.SH","732276.0","恒兴新材","20230914.0","20230925","4000.0","2997.0","25.73","44.35","1.4","10.292","0.04"
"603277.SH","732277.0","银都股份","20170830.0","20170911","6600.0","5940.0","12.37","22.99","1.9","8.164","0.05"
"603278.SH","732278.0","大业股份","20171101.0","20171113","5200.0","4680.0","15.31","22.95","2.0","7.961","0.03"
"603279.SH","732279.0","景津环保","20190717.0","20190729","4050.0","3645.0","13.56","22.98","1.2","5.492","0.04"
"603280.SH","732280.0","南方路机","20221027.0","20221108","2710.0","2439.0","23.75","18.37","1.0","6.437","0.04"
"603281.SH","732281.0","江瀚新材","20230113.0","20230131","6667.0","6000.0","35.59","14.8","2.6","23.727","0.06"
"603282.SH","732282.0","亚光股份","20230303.0","20230315","3350.0","3015.0","18.0","14.75","1.3","6.03","0.03"
"603283.SH","732283.0","赛腾股份","20171213.0","20171225","4000.0","3600.0","6.9","22.98","1.6","2.76","0.03"
"603285.SH","732285.0","键邦股份","20240626.0","20240705","4000.0","3200.0","18.65","16.43","1.6","7.46","0.05"
"603286.SH","732286.0","日盈电子","20170615.0","20170627","2202.0","1982.0","7.93","22.97","0.8","1.746","0.03"
"603288.SH","732288.0","海天味业","20140124.0","20140211","7485.0","4491.0","51.25","31.9","1.4","19.2188","2.77"
"603289.SH","732289.0","泰瑞机器","20171019.0","20171031","5100.0","4590.0","7.83","22.98","2.0","3.993","0.03"
"603290.SH","732290.0","斯达半导","20200115.0","20200204","4000.0","3600.0","12.74","22.98","1.6","5.096","0.04"
"603291.SH","732291.0","联合水务","20230316.0","20230327","4232.0","3809.0","5.86","22.96","1.2","2.48","0.05"
"603296.SH","732296.0","华勤技术","20230728.0","20230808","7243.0","4195.0","80.8","31.32","1.7","58.52","0.05"
"603297.SH","732297.0","永新光学","20180829.0","20180910","2100.0","1890.0","25.87","22.99","0.8","5.433","0.03"
"603298.SH","732298.0","杭叉集团","20161214.0","20161227","8666.0","7799.0","12.67","22.97","2.5","10.98","0.06"
"603299.SH","732299.0","井神股份","20151223.0","20151231","9000.0","8100.0","3.69","22.92","2.7","3.321","0.25"
"603300.SH","732300.0","华铁科技","20150520.0","20150529","5067.0","4560.3","8.22","22.98","2.0","4.1651","0.37"
"603301.SH","732301.0","振德医疗","20180329.0","20180412","2500.0","2250.0","19.82","22.99","1.0","4.955","0.03"
"603303.SH","732303.0","得邦照明","20170320.0","20170330","6000.0","5400.0","18.63","15.1","2.4","11.178","0.04"
"603305.SH","732305.0","旭升股份","20170628.0","20170710","4160.0","3744.0","11.26","22.98","1.2","4.684","0.04"
"603306.SH","732306.0","华懋科技","20140918.0","20140926","3500.0","3150.0","12.08","19.24","1.4","4.228","0.3"
"603307.SH","732307.0","扬州金泉","20230207.0","20230216","1675.0","1675.0","31.04","21.61","1.6","5.199","0.02"
"603308.SH","732308.0","应流股份","20140113.0","20140122","8001.0","4000.2","8.28","19.6","2.4","6.6248","1.79"
"603309.SH","732309.0","维力医疗","20150210.0","20150302","2500.0","2250.0","15.4","22.87","1.0","3.85","0.61"
"603310.SH","732310.0","巍华新材","20240805.0","20240814","8634.0","5526.0","17.39","12.26","2.75","15.015","0.06"
"603311.SH","732311.0","金海环境","20150507.0","20150518","5250.0","4725.0","5.39","22.99","2.1","2.8298","0.3"
"603312.SH","732312.0","西典新能","20240102.0","20240111","4040.0","2688.0","29.02","30.55","1.25","11.724","0.04"
"603313.SH","732313.0","恒康家居","20160926.0","20161013","6000.0","5400.0","15.41","22.66","2.4","9.246","0.05"
"603315.SH","732315.0","福鞍股份","20150415.0","20150424","2500.0","2250.0","10.77","22.91","1.0","2.6925","0.47"
"603316.SH","732316.0","诚邦股份","20170607.0","20170619","5082.0","4574.0","6.82","22.98","2.0","3.466","0.04"
"603317.SH","732317.0","天味食品","20190403.0","20190416","4132.0","3719.0","13.46","22.99","1.2","5.562","0.04"
"603318.SH","732318.0","派思股份","20150414.0","20150424","3010.0","2709.0","6.52","22.97","1.2","1.9625","0.32"
"603319.SH","732319.0","湘油泵","20161121.0","20161130","2023.0","1821.0","10.46","22.98","0.7","2.116","0.03"
"603320.SH","732320.0","迪贝电气","20170419.0","20170502","2500.0","2250.0","9.93","22.98","1.0","2.482","0.02"
"603321.SH","732321.0","梅轮电梯","20170906.0","20170915","7700.0","6930.0","6.07","22.99","3.0","4.674","0.04"
"603322.SH","732322.0","超讯通信","20160718.0","20160728","2000.0","2000.0","11.99","22.98","2.0","2.398","0.02"
"603323.SH","732323.0","吴江银行","20161116.0","20161129","11150.0","10035.0","6.83","12.62","3.3","7.615","0.07"
"603324.SH","732324.0","盛剑环境","20210322.0","20210407","3099.0","2789.0","19.87","22.99","1.2","6.157","0.03"
"603325.SH","732325.0","博隆技术","20231229.0","20240110","1667.0","1334.0","72.46","20.78","0.65","12.079","0.03"
"603326.SH","732326.0","我乐家居","20170518.0","20170616","4000.0","3600.0","9.87","22.97","1.6","3.948","0.03"
"603327.SH","732327.0","福蓉科技","20190513.0","20190523","5100.0","4590.0","8.45","22.55","1.5","4.309","0.04"
"603328.SH","732328.0","依顿电子","20140619.0","20140701","9000.0","8100.0","15.31","23.2","2.7","13.779","1.7"
"603329.SH","732329.0","上海雅仕","20171220.0","20171229","3300.0","2970.0","10.54","22.99","1.3","3.478","0.03"
"603330.SH","732330.0","上海天洋","20170125.0","20170213","1500.0","1500.0","18.19","22.99","1.5","2.728","0.01"
"603331.SH","732331.0","百达精工","20170623.0","20170705","3181.0","2863.0","9.63","22.98","1.2","3.064","0.03"
"603332.SH","732332.0","苏州龙杰","20190104.0","20190117","2974.0","2676.0","19.44","18.95","1.1","5.78","0.04"
"603333.SH","732333.0","明星电缆","20120425.0","20120507","8667.0","6937.0","9.3","24.47","6.9","8.0603","1.85"
"603334.SH","732334.0","丰倍生物","20251027.0","20251105","3590.0","2422.0","24.49","30.47","1.1","8.792","0.02"
"603335.SH","732335.0","迪生力","20170609.0","20170620","6334.0","5701.0","3.62","18.33","2.5","2.375","0.04"
"603336.SH","732336.0","宏辉果蔬","20161114.0","20161124","3335.0","3002.0","9.31","20.68","1.2","3.105","0.03"
"603337.SH","732337.0","杰克股份","20170109.0","20170119","5167.0","4650.0","17.72","22.99","2.0","9.156","0.04"
"603338.SH","732338.0","浙江鼎力","20150313.0","20150325","1625.0","1462.5","29.56","21.34","0.6","4.8035","0.36"
"603339.SH","732339.0","四方冷链","20160506.0","20160519","5170.0","4653.0","10.19","18.99","1.9","5.2682","0.06"
"603341.SH","732341.0","龙旗科技","20240221.0","20240301","6000.0","3360.0","26.0","24.13","1.4","15.6","0.05"
"603344.SH","732344.0","星德胜","20240311.0","20240320","4863.0","3891.0","19.18","20.44","1.9","9.328","0.05"
"603345.SH","732345.0","安井食品","20170210.0","20170222","5401.0","4861.0","11.12","22.99","2.1","6.006","0.04"
"603348.SH","732348.0","文灿股份","20180416.0","20180426","5500.0","4950.0","15.26","22.99","2.2","8.393","0.04"
"603350.SH","732350.0","安乃达","20240624.0","20240703","2900.0","2320.0","20.56","18.02","1.15","5.962","0.04"
"603351.SH","732351.0","威尔药业","20190116.0","20190130","1667.0","1667.0","35.5","22.99","1.6","5.917","0.02"
"603353.SH","732353.0","和顺石油","20200325.0","20200407","3338.0","3004.0","27.79","22.99","1.3","9.276","0.03"
"603355.SH","732355.0","莱克电气","20150505.0","20150513","4100.0","3690.0","19.08","22.99","1.2","7.8228","0.4"
"603356.SH","732356.0","华菱精工","20180111.0","20180124","3334.0","3001.0","10.21","22.98","1.3","4.289","0.03"
"603357.SH","732357.0","设计总院","20170720.0","20170801","8120.0","7308.0","10.44","17.61","3.2","8.483","0.05"
"603358.SH","732358.0","华达科技","20170113.0","20170125","4000.0","3600.0","31.18","19.83","1.6","12.472","0.03"
"603359.SH","732359.0","东珠生态","20170822.0","20170901","5690.0","5121.0","18.18","22.34","2.1","10.344","0.04"
"603360.SH","732360.0","百傲化学","20170118.0","20170206","3334.0","3001.0","9.24","22.92","1.3","3.082","0.03"
"603363.SH","732363.0","傲农生物","20170914.0","20170926","6000.0","5400.0","4.79","22.95","1.8","2.874","0.04"
"603365.SH","732365.0","水星家纺","20171108.0","20171120","6667.0","6000.0","16.0","22.98","2.6","10.667","0.04"
"603366.SH","732366.0","日出东方","20120510.0","20120521","10000.0","8000.0","21.5","23.89","8.0","21.5","1.61"
"603367.SH","732367.0","辰欣药业","20170919.0","20170929","10000.0","9000.0","11.66","22.98","3.0","11.66","0.05"
"603368.SH","732368.0","柳州医药","20141124.0","20141204","2812.5","2025.0","26.22","19.71","1.1","5.8995","0.4"
"603369.SH","732369.0","今世缘","20140623.0","20140703","5180.0","4662.0","16.93","12.54","1.5","8.7697","1.06"
"603370.SH","732370.0","华新精科","20250825.0","20250905","4374.0","2799.0","18.6","21.68","1.35","8.135","0.03"
"603373.SH","732373.0","安邦护卫","20231211.0","20231220","2688.0","2151.0","19.1","19.86","1.05","5.134","0.04"
"603375.SH","732375.0","盛景微","20240115.0","20240124","2517.0","1611.0","38.18","22.27","0.8","9.609","0.03"
"603376.SH","732376.0","大明电子","20251024.0","20251106","4000.0","2240.0","12.55","17.97","0.95","5.02","0.03"
"603377.SH","732377.0","东方时尚","20160127.0","20160205","5000.0","4500.0","16.4","21.74","1.5","8.2","0.07"
"603378.SH","732378.0","亚士创能","20170919.0","20170928","4900.0","4410.0","12.94","22.98","1.9","6.341","0.03"
"603379.SH","732379.0","三美股份","20190321.0","20190402","5973.0","5376.0","32.43","13.06","1.7","19.372","0.05"
"603380.SH","732380.0","易德龙","20170612.0","20170622","4000.0","3600.0","10.68","22.99","1.6","4.272","0.03"
"603381.SH","732381.0","永臻股份","20240617.0","20240626","5931.0","4271.0","23.35","15.06","2.1","13.85","0.05"
"603382.SH","732382.0","海阳科技","20250603.0","20250612","4531.0","2900.0","11.5","12.69","1.45","5.211","0.03"
"603383.SH","732383.0","顶点软件","20170510.0","20170522","2105.0","1895.0","19.05","22.98","0.8","4.01","0.02"
"603385.SH","732385.0","惠达卫浴","20170322.0","20170405","7104.0","6394.0","13.27","21.4","2.8","9.427","0.04"
"603386.SH","732386.0","广东骏亚","20170831.0","20170912","5050.0","4545.0","6.23","22.99","2.0","3.146","0.03"
"603387.SH","732387.0","基蛋生物","20170705.0","20170717","3300.0","2970.0","22.25","22.99","1.3","7.343","0.03"
"603388.SH","732388.0","元成股份","20170314.0","20170324","2500.0","2250.0","12.1","22.99","1.0","3.025","0.02"
"603389.SH","732389.0","亚振家居","20161205.0","20161215","5475.0","4928.0","7.79","22.97","2.1","4.265","0.04"
"603390.SH","732390.0","通达电气","20191113.0","20191125","8792.0","7913.0","10.07","22.99","3.5","8.854","0.06"
"603391.SH","732391.0","力聚热能","20240722.0","20240731","2275.0","1820.0","40.0","15.56","0.9","9.1","0.04"
"603392.SH","732392.0","万泰生物","20200415.0","20200429","4360.0","3924.0","8.75","22.98","1.3","3.815","0.04"
"603393.SH","732393.0","新天然气","20160831.0","20160912","4000.0","3600.0","26.66","22.99","1.6","10.664","0.04"
"603395.SH","732395.0","红四方","20241115.0","20241126","5000.0","3249.0","7.98","10.62","1.6","3.99","0.03"
"603396.SH","732396.0","金辰股份","20170929.0","20171018","1889.0","1889.0","19.47","22.99","1.8","3.678","0.01"
"603398.SH","732398.0","邦宝益智","20151201.0","20151209","2400.0","2160.0","13.97","22.99","0.9","3.3528","0.23"
"603399.SH","732399.0","新华龙","20120815.0","20120824","6336.0","4403.2","7.8","22.35","3.1","4.9421","0.59"
"603400.SH","732400.0","华之杰","20250610.0","20250620","2500.0","1600.0","19.88","13.05","0.8","4.97","0.02"
"603406.SH","732406.0","天富龙","20250728.0","20250808","4001.0","2547.0","23.6","20.93","1.05","9.442","0.03"
"603408.SH","732408.0","建霖家居","20200720.0","20200730","4500.0","4050.0","15.53","22.98","1.3","6.989","0.04"
"603409.SH","732409.0","汇通控股","20250221.0","20250304","3151.0","2521.0","24.18","20.72","1.25","7.619","0.03"
"603416.SH","732416.0","信捷电气","20161208.0","20161221","2510.0","2259.0","17.85","22.98","1.0","4.48","0.03"
"603418.SH","732418.0","友升股份","20250912.0","20250923","4827.0","3199.0","46.36","22.31","1.5","22.377","0.03"
"603421.SH","732421.0","鼎信通讯","20160922.0","20161011","4340.0","3906.0","14.02","22.99","1.3","6.0847","0.05"
"603429.SH","732429.0","集友股份","20170112.0","20170124","1700.0","1700.0","15.0","22.97","1.7","2.55","0.01"
"603439.SH","732439.0","贵州三力","20200416.0","20200428","4074.0","3667.0","7.35","22.97","1.2","2.994","0.04"
"603444.SH","732444.0","吉比特","20161222.0","20170104","1780.0","1780.0","54.0","22.96","1.7","9.612","0.02"
"603456.SH","732456.0","九洲药业","20140924.0","20141010","5196.0","4676.4","15.43","22.36","1.5","8.0174","0.75"
"603458.SH","732458.0","勘设股份","20170728.0","20170809","3104.0","2794.0","29.36","22.98","1.2","9.116","0.03"
"603466.SH","732466.0","风语筑","20171010.0","20171020","3600.0","3240.0","16.56","22.98","1.4","5.962","0.03"
"603477.SH","732477.0","振静股份","20171206.0","20171218","6000.0","5400.0","5.58","22.98","2.4","3.348","0.04"
"603486.SH","732486.0","科沃斯","20180516.0","20180528","4010.0","3609.0","20.02","22.99","1.2","8.028","0.04"
"603488.SH","732488.0","展鹏科技","20170504.0","20170516","5200.0","4680.0","7.67","22.99","2.0","3.988","0.03"
"603489.SH","732489.0","八方股份","20191030.0","20191111","3000.0","2700.0","43.44","22.99","1.2","13.032","0.03"
"603496.SH","732496.0","恒为科技","20170524.0","20170607","2500.0","2250.0","14.14","22.98","1.0","3.535","0.03"
"603499.SH","732499.0","翔港科技","20170927.0","20171016","2500.0","2250.0","9.24","22.97","1.0","2.31","0.02"
"603500.SH","732500.0","祥和实业","20170823.0","20170904","3150.0","2835.0","13.17","22.98","1.2","4.149","0.03"
"603501.SH","732501.0","韦尔股份","20170421.0","20170504","4160.0","3744.0","7.02","22.99","1.2","2.92","0.04"
"603505.SH","732505.0","金石资源","20170420.0","20170503","6000.0","5400.0","3.74","22.94","2.4","2.244","0.04"
"603506.SH","732506.0","南都物业","20180123.0","20180201","1984.0","1984.0","16.25","22.98","1.9","3.224","0.02"
"603507.SH","732507.0","振江股份","20171025.0","20171106","3141.0","2827.0","26.25","22.99","1.2","8.245","0.03"
"603508.SH","732508.0","思维列控","20151214.0","20151224","4000.0","3600.0","33.56","22.99","1.2","13.424","0.4"
"603511.SH","732511.0","爱慕股份","20210514.0","20210531","4001.0","3601.0","20.99","21.98","1.2","8.398","0.03"
"603515.SH","732515.0","欧普照明","20160809.0","20160819","5800.0","5220.0","14.94","22.99","1.7","8.6652","0.06"
"603516.SH","732516.0","淳中科技","20180123.0","20180202","2339.0","2105.0","19.64","22.99","0.8","4.593","0.03"
"603517.SH","732517.0","绝味食品","20170307.0","20170317","5000.0","4500.0","16.09","22.99","1.5","8.045","0.04"
"603518.SH","732518.0","维格娜丝","20141124.0","20141203","3699.5","3329.6","20.02","22.3","1.4","7.4064","0.64"
"603519.SH","732519.0","立霸股份","20150311.0","20150319","2000.0","1800.0","13.69","20.13","0.8","2.738","0.57"
"603520.SH","732520.0","司太立","20160226.0","20160309","3000.0","2700.0","12.15","22.98","1.2","3.645","0.05"
"603527.SH","732527.0","众源新材","20170824.0","20170907","3110.0","2799.0","13.27","22.97","1.2","4.127","0.03"
"603528.SH","732528.0","多伦科技","20160421.0","20160503","5168.0","4651.2","9.45","6.41","1.9","4.8838","0.06"
"603529.SH","732529.0","爱玛科技","20210603.0","20210615","6500.0","5850.0","27.86","21.9","1.9","18.109","0.04"
"603530.SH","732530.0","神马电力","20190724.0","20190805","4004.0","3604.0","5.94","22.98","1.2","2.379","0.04"
"603533.SH","732533.0","掌阅科技","20170907.0","20170921","4100.0","3690.0","4.05","22.96","1.2","1.661","0.04"
"603535.SH","732535.0","嘉诚国际","20170727.0","20170808","3760.0","3384.0","15.17","22.85","1.4","5.704","0.03"
"603536.SH","732536.0","惠发股份","20170601.0","20170613","3000.0","2700.0","7.63","22.97","1.2","2.289","0.03"
"603538.SH","732538.0","美诺华","20170324.0","20170407","3000.0","2700.0","14.03","22.98","1.2","4.209","0.03"
"603551.SH","732551.0","奥普家居","20200102.0","20200115","4001.0","3601.0","15.21","21.85","1.2","6.402","0.04"
"603555.SH","732555.0","贵人鸟","20140115.0","20140124","8900.0","4450.0","10.6","12.89","2.6","9.434","2.29"
"603556.SH","732556.0","海兴电力","20161031.0","20161110","9334.0","8401.0","23.63","21.32","3.7","22.065","0.06"
"603557.SH","732557.0","起步股份","20170808.0","20170818","4700.0","4230.0","7.73","22.98","1.4","3.633","0.04"
"603558.SH","732558.0","健盛集团","20150115.0","20150127","2000.0","1800.0","19.25","22.92","0.8","3.85","0.68"
"603559.SH","732559.0","中通国脉","20161118.0","20161202","2200.0","1980.0","10.34","22.98","0.6","2.275","0.03"
"603565.SH","732565.0","中谷物流","20200916.0","20200925","6667.0","6000.0","22.19","22.99","2.0","14.793","0.04"
"603566.SH","732566.0","普莱柯","20150507.0","20150518","4000.0","3600.0","15.52","18.89","1.6","6.208","0.51"
"603567.SH","732567.0","珍宝岛","20150414.0","20150424","6458.0","5812.2","23.6","22.91","1.8","15.2409","0.83"
"603568.SH","732568.0","伟明环保","20150520.0","20150528","4580.0","4122.0","11.27","22.97","1.3","5.1617","0.46"
"603569.SH","732569.0","长久物流","20160729.0","20160810","4001.0","3600.9","15.43","22.98","1.2","6.1735","0.05"
"603577.SH","732577.0","汇金通","20161209.0","20161222","2918.0","2626.0","11.1","22.98","1.1","3.239","0.03"
"603578.SH","732578.0","三星新材","20170222.0","20170306","2200.0","1980.0","12.26","22.99","0.8","2.697","0.03"
"603579.SH","732579.0","荣泰健康","20161229.0","20170111","1750.0","1750.0","44.66","22.89","1.7","7.816","0.02"
"603580.SH","732580.0","艾艾精工","20170515.0","20170525","1667.0","1667.0","9.81","22.98","1.6","1.635","0.01"
"603583.SH","732583.0","捷昌驱动","20180911.0","20180921","3020.0","2718.0","29.17","22.99","1.2","8.809","0.03"
"603585.SH","732585.0","苏利股份","20161202.0","20161214","2500.0","2250.0","26.79","22.99","1.0","6.697","0.03"
"603586.SH","732586.0","金麒麟","20170323.0","20170406","5250.0","4725.0","21.37","22.98","2.1","11.219","0.03"
"603587.SH","732587.0","地素时尚","20180612.0","20180622","6100.0","5490.0","27.52","22.99","1.8","16.787","0.05"
"603588.SH","732588.0","高能环境","20141219.0","20141229","4040.0","3636.0","18.23","22.79","1.6","7.3649","0.41"
"603589.SH","732589.0","口子窖","20150618.0","20150629","6000.0","5400.0","16.0","22.98","1.8","9.6","0.69"
"603590.SH","732590.0","康辰药业","20180814.0","20180827","4000.0","3600.0","24.34","22.99","1.6","9.736","0.04"
"603595.SH","732595.0","东尼电子","20170630.0","20170712","2500.0","2250.0","13.01","22.99","1.0","3.252","0.03"
"603596.SH","732596.0","伯特利","20180418.0","20180427","4086.0","3677.0","15.1","22.88","1.2","6.17","0.04"
"603598.SH","732598.0","引力传媒","20150519.0","20150527","3334.0","3000.6","7.2","22.96","1.2","2.4005","0.17"
"603599.SH","732599.0","广信股份","20150505.0","20150513","4706.0","4235.4","16.11","20.62","1.8","7.5814","0.32"
"603600.SH","732600.0","永艺股份","20150115.0","20150123","2500.0","2250.0","10.22","22.71","1.0","2.555","0.45"
"603601.SH","732601.0","再升科技","20150114.0","20150122","1700.0","1530.0","7.9","22.34","0.6","1.343","0.44"
"603602.SH","732602.0","纵横通信","20170727.0","20170810","2000.0","2000.0","15.18","22.99","2.0","3.036","0.02"
"603603.SH","732603.0","博天环境","20170207.0","20170217","4001.0","3601.0","6.74","22.97","1.2","2.697","0.04"
"603605.SH","732605.0","珀莱雅","20171103.0","20171115","5000.0","4500.0","15.34","22.99","2.0","7.67","0.03"
"603606.SH","732606.0","东方电缆","20140925.0","20141015","3535.0","2821.5","8.2","20.41","1.0","2.5707","0.49"
"603607.SH","732607.0","京华激光","20171013.0","20171025","2278.0","2050.0","16.04","22.93","0.9","3.655","0.02"
"603608.SH","732608.0","天创时尚","20160201.0","20160218","7000.0","6300.0","9.8","22.98","2.8","6.86","0.08"
"603609.SH","732609.0","禾丰牧业","20140730.0","20140808","8000.0","7200.0","5.88","21.78","2.4","4.704","0.51"
"603610.SH","732610.0","麒盛科技","20191017.0","20191029","3758.0","3383.0","44.66","22.99","1.5","16.785","0.03"
"603611.SH","732611.0","诺力股份","20150114.0","20150128","2000.0","1800.0","18.37","21.36","0.8","3.674","0.75"
"603612.SH","732612.0","索通发展","20170706.0","20170718","6020.0","5418.0","7.88","22.97","2.3","4.744","0.04"
"603613.SH","732613.0","国联股份","20190718.0","20190730","3521.0","3169.0","15.13","22.98","1.4","5.327","0.03"
"603615.SH","732615.0","茶花股份","20170125.0","20170213","6000.0","5400.0","8.37","22.98","2.4","5.022","0.04"
"603616.SH","732616.0","韩建河山","20150603.0","20150611","3668.0","3301.2","11.35","20.64","1.3","4.1632","0.33"
"603617.SH","732617.0","君禾股份","20170621.0","20170703","2500.0","2250.0","8.93","17.53","1.0","2.234","0.03"
"603618.SH","732618.0","杭电股份","20150210.0","20150217","5335.0","4801.5","11.65","22.84","2.1","6.2153","1.12"
"603619.SH","732619.0","中曼石油","20170802.0","20171117","4000.0","3600.0","22.61","22.99","1.2","9.044","0.04"
"603626.SH","732626.0","科森科技","20170123.0","20170209","5267.0","4740.0","18.85","20.75","2.1","9.928","0.04"
"603628.SH","732628.0","清源股份","20161229.0","20170112","6845.0","6161.0","5.57","22.99","2.7","3.813","0.04"
"603629.SH","732629.0","利通电子","20181212.0","20181224","2500.0","2250.0","19.29","22.63","1.0","4.822","0.03"
"603630.SH","732630.0","拉芳家化","20170301.0","20170313","4360.0","3924.0","18.39","22.99","1.5","8.018","0.04"
"603633.SH","732633.0","徕木股份","20161107.0","20161117","3009.0","2708.0","6.75","22.98","1.2","2.031","0.03"
"603636.SH","732636.0","南威软件","20141222.0","20141230","2500.0","2250.0","14.95","22.96","1.0","3.7375","0.4"
"603637.SH","732637.0","镇海股份","20170120.0","20170208","2558.0","2302.0","13.86","22.99","1.0","3.545","0.03"
"603638.SH","732638.0","艾迪精密","20170110.0","20170120","4400.0","3960.0","6.58","22.98","1.7","2.895","0.03"
"603639.SH","732639.0","海利尔","20161230.0","20170112","3000.0","2700.0","24.95","22.95","1.2","7.485","0.03"
"603648.SH","732648.0","畅联股份","20170901.0","20170913","9217.0","8295.0","7.37","22.96","3.6","6.802","0.05"
"603650.SH","732650.0","彤程新材","20180614.0","20180627","5880.0","5292.0","12.32","22.99","1.7","7.244","0.05"
"603655.SH","732655.0","朗博科技","20171219.0","20171229","2650.0","2385.0","6.46","22.96","1.0","1.712","0.03"
