"ts_code","sub_code","name","ipo_date","issue_date","amount","market_amount","price","pe","limit_amount","funds","ballot"
"300181.SZ","300181.0","佐力药业","20110210.0","20110222","2000.0","1600.0","23.5","60.72","1.6","4.7","1.65"
"300182.SZ","300182.0","捷成股份","20110210.0","20110222","1400.0","1120.0","55.0","74.32","1.1","7.7","3.92"
"300183.SZ","300183.0","东软载波","20110210.0","20110222","2500.0","2000.0","41.45","59.23","2.0","10.3625","2.4"
"300184.SZ","300184.0","力源信息","20110210.0","20110222","1670.0","1340.0","20.0","68.97","1.3","3.34","1.45"
"300185.SZ","300185.0","通裕重工","20110225.0","20110308","9000.0","7200.0","25.0","53.42","7.2","22.5","2.25"
"300186.SZ","300186.0","大华农","20110225.0","20110308","6700.0","5380.0","22.0","51.16","5.0","14.74","1.02"
"300187.SZ","300187.0","永清环保","20110225.0","20110308","1670.0","1340.0","40.0","81.63","1.3","6.68","0.73"
"300188.SZ","300188.0","美亚柏科","20110307.0","20110316","1350.0","1080.0","40.0","80.0","1.0","5.4","0.9"
"300189.SZ","300189.0","神农大丰","20110307.0","20110316","4000.0","3200.0","24.0","88.89","3.2","9.6","0.65"
"300190.SZ","300190.0","维尔利","20110307.0","20110316","1330.0","1070.0","58.5","69.64","1.0","7.7805","0.85"
"300191.SZ","300191.0","潜能恒信","20110307.0","20110316","2000.0","1600.0","41.46","56.03","1.6","8.292","1.05"
"300192.SZ","300192.0","科斯伍德","20110314.0","20110322","1850.0","1480.0","22.82","49.02","1.4","4.2217","0.42"
"300193.SZ","300193.0","佳士科技","20110314.0","20110322","5550.0","4450.0","26.5","63.1","4.4","14.7075","1.0"
"300194.SZ","300194.0","福安药业","20110314.0","20110322","3340.0","2677.0","41.88","46.02","2.65","13.9879","1.14"
"300195.SZ","300195.0","长荣股份","20110321.0","20110329","2500.0","2000.0","40.0","53.33","2.0","10.0","1.01"
"300196.SZ","300196.0","长海股份","20110321.0","20110329","3000.0","2400.0","18.58","46.45","2.4","5.574","0.3"
"300197.SZ","300197.0","铁汉生态","20110321.0","20110329","1550.0","1240.0","67.58","110.07","1.2","10.4749","0.94"
"300198.SZ","300198.0","纳川股份","20110328.0","20110407","2300.0","1850.0","31.0","63.63","1.8","7.13","1.32"
"300199.SZ","300199.0","翰宇药业","20110328.0","20110407","2500.0","2004.0","30.19","67.09","2.0","7.5475","1.28"
"300200.SZ","300200.0","高盟新材","20110328.0","20110407","2680.0","2150.0","21.88","62.51","2.15","5.8638","0.71"
"300201.SZ","300201.0","海伦哲","20110328.0","20110407","2000.0","1600.0","21.0","51.22","1.6","4.2","0.45"
"300202.SZ","300202.0","聚龙股份","20110406.0","20110415","2120.0","1696.0","22.38","60.32","1.65","4.7446","0.63"
"300203.SZ","300203.0","聚光科技","20110406.0","20110415","4500.0","3600.0","20.0","60.89","3.6","9.0","0.56"
"300204.SZ","300204.0","舒泰神","20110406.0","20110415","1670.0","1340.0","52.5","63.25","1.3","8.7675","1.43"
"300205.SZ","300205.0","天喻信息","20110413.0","20110421","1991.0","1595.0","40.0","66.89","1.5","7.964","2.94"
"300206.SZ","300206.0","理邦仪器","20110413.0","20110421","2500.0","2000.0","38.0","60.32","2.0","9.5","3.08"
"300207.SZ","300207.0","欣旺达","20110413.0","20110421","4700.0","3760.0","18.66","58.94","3.7","8.7702","0.7"
"300208.SZ","300208.0","恒顺电气","20110418.0","20110426","1750.0","1402.0","25.0","46.64","1.4","4.375","0.8"
"300209.SZ","300209.0","天泽信息","20110418.0","20110426","2000.0","1600.0","34.28","61.21","1.6","6.856","2.63"
"300210.SZ","300210.0","森远股份","20110418.0","20110426","1900.0","1520.0","22.0","46.81","1.5","4.18","0.72"
"300211.SZ","300211.0","亿通科技","20110425.0","20110505","1250.0","1002.0","25.75","55.98","1.0","3.2188","1.48"
"300212.SZ","300212.0","易华录","20110425.0","20110505","1700.0","1360.0","30.46","68.76","1.35","5.1782","2.79"
"300213.SZ","300213.0","佳讯飞鸿","20110425.0","20110505","2100.0","1680.0","22.0","53.66","1.6","4.62","1.1"
"300214.SZ","300214.0","日科化学","20110503.0","20110511","3500.0","2800.0","22.0","37.29","2.8","7.7","2.35"
"300215.SZ","300215.0","电科院","20110503.0","20110511","1150.0","920.0","76.0","56.43","0.9","8.74","18.69"
"300216.SZ","300216.0","千山药机","20110503.0","20110511","1700.0","1360.0","29.3","45.78","1.3","4.981","4.03"
"300217.SZ","300217.0","东方电热","20110510.0","20110518","2300.0","1840.0","25.88","31.19","1.8","5.9524","5.95"
"300218.SZ","300218.0","安利股份","20110510.0","20110518","2640.0","2112.0","18.0","32.73","2.1","4.752","2.8"
"300219.SZ","300219.0","鸿利光电","20110510.0","20110518","3100.0","2500.0","16.0","32.04","2.5","4.96","0.96"
"300220.SZ","300220.0","金运激光","20110516.0","20110525","900.0","720.0","23.36","33.86","0.7","2.1024","0.74"
"300221.SZ","300221.0","银禧科技","20110516.0","20110525","2500.0","2003.0","18.0","43.61","2.0","4.5","2.22"
"300222.SZ","300222.0","科大智能","20110516.0","20110525","1500.0","1200.0","32.4","42.0","1.2","4.86","2.71"
"300223.SZ","300223.0","北京君正","20110523.0","20110531","2000.0","1600.0","43.8","42.86","1.6","8.76","10.14"
"300224.SZ","300224.0","正海磁材","20110523.0","20110531","4000.0","3200.0","21.09","32.45","3.2","8.436","2.24"
"300225.SZ","300225.0","金力泰","20110523.0","20110531","1700.0","1364.0","28.0","23.41","1.3","4.76","1.56"
"300226.SZ","300226.0","上海钢联","20110530.0","20110608","1000.0","800.0","23.0","38.33","0.8","2.3","1.45"
"300227.SZ","300227.0","光韵达","20110530.0","20110608","1700.0","1370.0","12.98","45.54","1.3","2.2066","0.88"
"300228.SZ","300228.0","富瑞特装","20110530.0","20110608","1700.0","1360.0","24.98","40.55","1.35","4.2466","8.19"
"300229.SZ","300229.0","拓尔思","20110607.0","20110615","3000.0","2400.0","15.0","31.91","2.4","4.5","1.0"
"300230.SZ","300230.0","永利带业","20110607.0","20110615","2250.0","1800.0","12.9","34.48","1.8","2.9025","0.86"
"300231.SZ","300231.0","银信科技","20110607.0","20110615","1000.0","800.0","19.62","30.99","0.8","1.962","0.98"
"300232.SZ","300232.0","洲明科技","20110614.0","20110622","2000.0","1601.0","18.57","28.14","1.6","3.714","2.51"
"300233.SZ","300233.0","金城医药","20110614.0","20110622","3100.0","2500.0","18.6","22.68","2.5","5.766","2.04"
"300234.SZ","300234.0","开尔新材","20110614.0","20110622","2000.0","1600.0","12.0","30.77","1.6","2.4","0.82"
"300235.SZ","300235.0","方直科技","20110620.0","20110629","1100.0","880.0","19.6","26.13","0.8","2.156","1.27"
"300236.SZ","300236.0","上海新阳","20110620.0","20110629","2150.0","1720.0","11.07","28.38","1.5","2.3801","0.78"
"300237.SZ","300237.0","美晨科技","20110620.0","20110629","1430.0","1150.0","25.73","18.12","1.1","3.6794","2.51"
"300238.SZ","300238.0","冠昊生物","20110627.0","20110706","1530.0","1230.0","18.2","38.16","1.2","2.7846","0.68"
"300239.SZ","300239.0","东宝生物","20110627.0","20110706","1900.0","1520.0","9.0","33.48","1.5","1.71","0.4"
"300240.SZ","300240.0","飞力达","20110627.0","20110706","2700.0","2160.0","20.0","32.36","2.1","5.4","3.64"
"300241.SZ","300241.0","瑞丰光电","20110704.0","20110712","2700.0","2160.0","10.8","26.54","2.15","2.916","0.39"
"300242.SZ","300242.0","明家科技","20110704.0","20110712","1900.0","1522.0","10.0","37.04","1.5","1.9","0.53"
"300243.SZ","300243.0","瑞丰高材","20110704.0","20110712","1350.0","1082.0","16.0","22.54","1.0","2.16","0.55"
"300244.SZ","300244.0","迪安诊断","20110711.0","20110719","1280.0","1024.0","23.5","39.83","1.0","3.008","0.42"
"300245.SZ","300245.0","天玑科技","20110711.0","20110719","1700.0","1360.0","20.0","34.13","1.3","3.4","0.42"
"300246.SZ","300246.0","宝莱特","20110711.0","20110719","1050.0","842.0","25.0","31.25","0.8","2.625","0.4"
"300247.SZ","300247.0","桑乐金","20110718.0","20110729","2050.0","1642.0","16.0","29.63","1.6","3.28","0.32"
"300248.SZ","300248.0","新开普","20110720.0","20110729","1120.0","900.0","30.0","40.6","0.9","3.36","0.5"
"300249.SZ","300249.0","依米康","20110725.0","20110803","1960.0","1568.0","17.5","44.87","1.55","3.43","0.39"
"300250.SZ","300250.0","初灵信息","20110725.0","20110803","1000.0","800.0","25.0","32.89","0.8","2.5","0.3"
"300251.SZ","300251.0","光线传媒","20110726.0","20110803","2740.0","2200.0","52.5","61.05","2.2","14.385","1.42"
"300252.SZ","300252.0","金信诺","20110801.0","20110818","2700.0","2160.0","16.2","32.73","2.15","4.374","0.69"
"300253.SZ","300253.0","卫宁软件","20110805.0","20110818","1350.0","1080.0","27.5","43.65","1.0","3.7125","0.58"
"300254.SZ","300254.0","仟源制药","20110808.0","20110819","3380.0","2710.0","13.0","43.33","2.7","4.394","0.69"
"300255.SZ","300255.0","常山药业","20110808.0","20110819","2700.0","2160.0","28.0","51.8","2.1","7.56","1.48"
"300256.SZ","300256.0","星星科技","20110808.0","20110819","2500.0","2000.0","21.0","39.62","2.0","5.25","1.04"
"300257.SZ","300257.0","开山股份","20110809.0","20110819","3600.0","2880.0","63.0","46.99","2.8","22.68","5.86"
"300258.SZ","300258.0","精锻科技","20110817.0","20110826","2500.0","2000.0","25.0","37.31","2.0","6.25","0.39"
"300259.SZ","300259.0","新天科技","20110818.0","20110831","1900.0","1520.0","21.9","50.93","1.5","4.161","0.43"
"300260.SZ","300260.0","新莱应材","20110823.0","20110906","1670.0","1340.0","27.0","46.63","1.3","4.509","0.33"
"300261.SZ","300261.0","雅本化学","20110829.0","20110906","2270.0","1820.0","22.0","51.76","1.8","4.994","0.32"
"300262.SZ","300262.0","巴安水务","20110905.0","20110916","1670.0","1340.0","18.0","39.13","1.3","3.006","0.34"
"300263.SZ","300263.0","隆华传热","20110907.0","20110916","2000.0","1600.0","33.0","55.0","1.6","6.6","1.26"
"300264.SZ","300264.0","佳创视讯","20110906.0","20110916","2600.0","2100.0","16.5","50.0","2.0","4.29","0.64"
"300265.SZ","300265.0","通光线缆","20110905.0","20110916","3500.0","2810.0","14.38","55.31","2.8","5.033","0.48"
"300266.SZ","300266.0","兴源过滤","20110919.0","20110927","1400.0","1120.0","26.0","38.81","1.1","3.64","1.13"
"300267.SZ","300267.0","尔康制药","20110915.0","20110927","4600.0","3680.0","17.97","49.92","3.65","8.2662","0.46"
"300268.SZ","300268.0","万福生科","20110915.0","20110927","1700.0","1360.0","25.0","33.78","1.3","4.25","0.34"
"300269.SZ","300269.0","联建光电","20110927.0","20111012","1840.0","1480.0","20.0","38.31","1.45","3.68","0.58"
"300270.SZ","300270.0","中威电子","20110927.0","20111012","1000.0","800.0","35.0","42.68","0.8","3.5","0.86"
"300271.SZ","300271.0","紫光华宇","20111010.0","20111026","1850.0","1490.0","30.8","33.85","1.4","5.698","1.33"
"300272.SZ","300272.0","开能环保","20111021.0","20111102","2750.0","2200.0","11.5","36.28","2.2","3.1625","0.4"
"300273.SZ","300273.0","和佳股份","20111018.0","20111026","3335.0","2705.0","20.0","62.19","2.7","6.67","0.81"
"300274.SZ","300274.0","阳光电源","20111024.0","20111102","4480.0","3584.0","30.5","41.48","3.55","13.664","4.35"
"300275.SZ","300275.0","梅安森","20111025.0","20111102","1467.0","1177.0","26.0","37.14","1.15","3.8142","0.82"
"300276.SZ","300276.0","三丰智能","20111103.0","20111115","1500.0","1200.0","25.5","45.54","1.2","3.825","0.34"
"300277.SZ","300277.0","海联讯","20111114.0","20111123","1700.0","1360.0","23.0","32.86","1.3","3.91","0.44"
"300278.SZ","300278.0","华昌达","20111207.0","20111216","2170.0","1738.0","16.56","46.0","1.7","3.5935","0.43"
"300279.SZ","300279.0","和晶科技","20111220.0","20111229","1550.0","1250.0","15.6","31.33","1.25","2.418","0.53"
"300280.SZ","300280.0","南通锻压","20111219.0","20111229","3200.0","2560.0","11.0","34.38","2.5","3.52","0.55"
"300281.SZ","300281.0","金明精机","20111219.0","20111229","1500.0","1200.0","25.0","44.42","1.2","3.75","1.45"
"300282.SZ","300282.0","汇冠股份","20111219.0","20111229","1151.0","921.0","17.2","32.45","0.9","1.9797","0.45"
"300283.SZ","300283.0","温州宏丰","20111228.0","20120110","1771.0","1421.0","20.0","32.32","1.4","3.542","2.31"
"300284.SZ","300284.0","苏交科","20111227.0","20120110","6000.0","4800.0","13.3","35.95","4.8","7.98","1.15"
"300285.SZ","300285.0","国瓷材料","20120104.0","20120113","1560.0","1248.0","26.0","55.32","1.2","4.056","1.63"
"300286.SZ","300286.0","安科瑞","20120104.0","20120113","867.0","699.0","30.0","32.97","0.65","2.601","1.14"
"300287.SZ","300287.0","飞利信","20120116.0","20120201","2100.0","1680.0","15.0","37.5","1.65","3.15","1.54"
"300288.SZ","300288.0","朗玛信息","20120208.0","20120216","1340.0","1072.0","22.44","34.0","1.0","3.007","2.3"
"300289.SZ","300289.0","利德曼","20120208.0","20120216","3840.0","3072.0","13.0","37.14","3.05","4.992","2.29"
"300290.SZ","300290.0","荣科科技","20120208.0","20120216","1700.0","1361.0","11.11","23.15","1.35","1.8887","0.71"
"300291.SZ","300291.0","华录百纳","20120201.0","20120209","1500.0","1200.0","45.0","82.46","1.2","6.75","4.61"
"300292.SZ","300292.0","吴通通讯","20120221.0","20120229","1670.0","1340.0","12.0","23.67","1.3","2.004","0.3"
"300293.SZ","300293.0","蓝英装备","20120228.0","20120308","1500.0","1200.0","24.8","23.4","1.2","3.72","0.48"
"300294.SZ","300294.0","博雅生物","20120229.0","20120308","1902.03","1523.0","25.0","31.25","1.5","4.7551","0.52"
"300295.SZ","300295.0","三六五网","20120301.0","20120315","1335.0","1070.0","34.0","25.19","1.0","4.539","1.04"
"300296.SZ","300296.0","利亚德","20120305.0","20120315","2500.0","2000.0","16.0","31.37","2.0","4.0","0.97"
"300297.SZ","300297.0","蓝盾股份","20120305.0","20120315","2450.0","1970.0","16.0","32.65","1.9","3.92","0.54"
"300298.SZ","300298.0","三诺生物","20120306.0","20120319","2200.0","1760.0","29.0","29.32","1.7","6.38","1.4"
"300299.SZ","300299.0","富春通信","20120308.0","20120319","1700.0","1361.0","16.0","34.7","1.35","2.72","0.32"
"300300.SZ","300300.0","汉鼎股份","20120307.0","20120319","2200.0","1760.0","18.0","37.5","1.7","3.96","0.79"
"300301.SZ","300301.0","长方照明","20120312.0","20120321","2700.0","2164.0","20.0","32.79","2.1","5.4","0.56"
"300302.SZ","300302.0","同有科技","20120313.0","20120321","1500.0","1200.0","21.0","39.62","1.2","3.15","0.41"
"300303.SZ","300303.0","聚飞光电","20120309.0","20120319","2046.0","1646.0","25.0","27.53","1.6","5.115","0.43"
"300304.SZ","300304.0","云意电气","20120313.0","20120321","2500.0","2000.0","22.0","29.5","2.0","5.5","0.89"
"300305.SZ","300305.0","裕兴股份","20120319.0","20120329","2000.0","1600.0","42.0","30.37","1.6","8.4","0.94"
"300306.SZ","300306.0","远方光电","20120321.0","20120329","1500.0","1200.0","45.0","51.72","1.2","6.75","1.73"
"300307.SZ","300307.0","慈星股份","20120320.0","20120329","6100.0","4900.0","35.0","16.43","4.9","21.35","1.44"
"300308.SZ","300308.0","中际装备","20120326.0","20120410","1667.0","1339.0","20.0","26.73","1.3","3.334","0.38"
"300309.SZ","300309.0","吉艾科技","20120327.0","20120410","2800.0","2240.0","31.0","33.99","2.2","8.68","1.22"
"300310.SZ","300310.0","宜通世纪","20120416.0","20120425","2200.0","1760.0","17.0","23.24","1.7","3.74","1.0"
"300311.SZ","300311.0","任子行","20120416.0","20120425","1770.0","1416.0","15.0","30.61","1.4","2.655","0.67"
"300312.SZ","300312.0","邦讯技术","20120425.0","20120508","2668.0","2137.0","20.0","26.67","2.1","5.336","3.12"
"300313.SZ","300313.0","天山生物","20120417.0","20120425","2273.0","1821.0","13.0","56.52","1.8","2.9549","0.91"
"300314.SZ","300314.0","戴维医疗","20120424.0","20120508","2000.0","1600.0","20.0","29.85","1.6","4.0","1.34"
"300315.SZ","300315.0","掌趣科技","20120502.0","20120511","4091.5","3275.5","16.0","48.16","3.2","6.5464","0.83"
"300316.SZ","300316.0","晶盛机电","20120502.0","20120511","3335.0","2675.0","33.0","34.74","2.6","11.0055","8.75"
"300317.SZ","300317.0","珈伟股份","20120503.0","20120511","3500.0","2800.0","11.0","27.5","2.8","3.85","0.7"
"300318.SZ","300318.0","博晖创新","20120515.0","20120523","2560.0","2050.0","15.0","34.09","2.0","3.84","0.54"
"300319.SZ","300319.0","麦捷科技","20120515.0","20120523","1334.0","1070.0","15.3","27.82","1.0","2.041","0.86"
"300320.SZ","300320.0","海达股份","20120524.0","20120601","1667.0","1166.9","19.8","26.4","0.8","3.3007","1.08"
"300321.SZ","300321.0","同大股份","20120514.0","20120523","1110.0","890.0","23.0","21.1","0.85","2.553","1.12"
"300322.SZ","300322.0","硕贝德","20120528.0","20120608","2334.5","1631.4","14.3","37.63","1.1","3.3383","1.11"
"300323.SZ","300323.0","华灿光电","20120522.0","20120601","5000.0","3500.0","20.0","34.42","2.5","10.0","2.06"
"300324.SZ","300324.0","旋极信息","20120530.0","20120608","1400.0","980.0","27.0","36.99","0.7","3.78","2.28"
"300325.SZ","300325.0","德威新材","20120522.0","20120601","2000.0","1400.0","17.0","25.37","1.0","3.4","0.65"
"300326.SZ","300326.0","凯利泰","20120605.0","20120613","1300.0","650.0","29.09","45.96","0.65","3.7817","0.56"
"300327.SZ","300327.0","中颖电子","20120604.0","20120613","3200.0","2240.0","12.5","26.6","1.6","4.0","0.71"
"300328.SZ","300328.0","宜安科技","20120608.0","20120619","2800.0","1960.0","12.8","30.99","1.4","3.584","0.98"
"300329.SZ","300329.0","海伦钢琴","20120608.0","20120619","1677.0","1004.7","21.0","42.86","0.8","3.5217","1.27"
"300330.SZ","300330.0","华虹计通","20120607.0","20120619","2000.0","1400.0","15.0","35.71","1.0","3.0","0.78"
"300331.SZ","300331.0","苏大维格","20120615.0","20120628","1550.0","1080.0","20.0","34.48","0.75","3.1","1.92"
"300332.SZ","300332.0","天壕节能","20120618.0","20120628","8000.0","4800.0","8.18","51.13","4.0","6.544","0.84"
"300333.SZ","300333.0","兆日科技","20120619.0","20120628","2800.0","1680.0","23.0","31.51","1.4","6.44","3.29"
"300334.SZ","300334.0","津膜科技","20120621.0","20120705","2900.0","1430.0","16.78","46.61","1.4","4.8662","0.66"
"300335.SZ","300335.0","迪森股份","20120629.0","20120710","3488.0","2066.8","13.95","47.58","1.7","4.8658","1.18"
"300336.SZ","300336.0","新文化","20120628.0","20120710","2400.0","1680.0","25.0","42.37","1.2","6.0","2.57"
"300337.SZ","300337.0","银邦股份","20120710.0","20120718","4680.0","3276.0","20.0","32.95","2.3","9.36","4.84"
"300338.SZ","300338.0","开元仪器","20120718.0","20120726","1500.0","1050.0","27.0","31.03","0.75","4.05","3.18"
"300339.SZ","300339.0","润和软件","20120710.0","20120718","1919.0","1342.8","20.39","41.21","0.95","3.9128","0.68"
"300340.SZ","300340.0","科恒股份","20120716.0","20120726","1250.0","875.0","48.0","12.94","0.6","6.0","1.56"
"300341.SZ","300341.0","麦迪电气","20120717.0","20120726","2300.0","1610.0","13.0","26.26","1.15","2.99","1.2"
"300342.SZ","300342.0","天银机电","20120717.0","20120726","2500.0","1740.0","17.0","26.98","1.2","4.25","3.54"
"300343.SZ","300343.0","联创节能","20120720.0","20120801","1000.0","700.0","28.1","25.01","0.5","2.81","2.07"
"300344.SZ","300344.0","太空板业","20120720.0","20120801","2513.0","1755.6","16.8","30.27","1.25","4.2218","2.83"
"300345.SZ","300345.0","红宇新材","20120724.0","20120801","2400.0","1680.0","17.2","30.39","1.2","4.128","3.01"
"300346.SZ","300346.0","南大光电","20120730.0","20120807","1257.0","868.4","66.0","18.86","0.6","8.2962","3.09"
"300347.SZ","300347.0","泰格医药","20120807.0","20120817","1340.0","804.0","37.88","44.05","0.65","5.0759","0.72"
"300348.SZ","300348.0","长亮科技","20120808.0","20120817","1300.0","910.0","20.0","29.85","0.65","2.6","0.96"
"300349.SZ","300349.0","金卡股份","20120809.0","20120817","1500.0","1050.0","31.0","34.37","0.75","4.65","2.0"
"300350.SZ","300350.0","华鹏飞","20120813.0","20120821","2167.0","1516.9","9.5","23.75","1.05","2.0587","0.52"
"300351.SZ","300351.0","永贵电器","20120912.0","20120920","2000.0","1400.0","31.0","36.47","1.0","6.2","2.15"
"300352.SZ","300352.0","北信源","20120904.0","20120912","1670.0","1164.0","25.0","39.37","0.8","4.175","0.71"
"300353.SZ","300353.0","东土科技","20120911.0","20120927","1340.0","938.0","20.75","35.17","0.65","2.7805","0.75"
"300354.SZ","300354.0","东华测试","20120910.0","20120920","1109.0","649.9","20.31","29.18","0.5","2.2524","0.49"
"300355.SZ","300355.0","蒙草抗旱","20120917.0","20120927","3436.0","1696.0","11.8","20.34","1.65","4.0545","0.3"
"300356.SZ","300356.0","光一科技","20120924.0","20121009","2167.0","1500.4","18.18","30.81","1.0","3.9396","1.25"
"300357.SZ","300357.0","我武生物","20140108.0","20140121","2525.0","2020.0","20.05","39.31","1.0","2.2055","0.57"
"300358.SZ","300358.0","楚天科技","20140109.0","20140121","1824.98","1095.0","40.0","31.5","0.35","2.7997","1.4"
"300359.SZ","300359.0","全通教育","20140113.0","20140121","1630.0","978.0","30.31","51.37","0.65","1.4549","1.68"
"300360.SZ","300360.0","炬华科技","20140110.0","20140121","1988.0","1192.8","55.11","33.17","0.75","2.3587","2.25"
"300362.SZ","300362.0","天保重装","20140110.0","20140121","2570.0","1998.0","12.0","41.38","0.95","3.084","1.23"
"300363.SZ","300363.0","博腾股份","20140121.0","20140129","2725.0","2180.0","25.1","34.26","1.05","3.0748","1.55"
"300364.SZ","300364.0","中文在线","20150114.0","20150121","3000.0","2700.0","6.81","22.87","1.2","2.043","0.53"
"300365.SZ","300365.0","恒华科技","20140115.0","20140123","1208.0","603.6","43.21","42.16","0.35","2.7309","2.05"
"300366.SZ","300366.0","创意信息","20140116.0","20140127","1428.75","857.25","18.11","27.08","0.25","1.2949","1.08"
"300367.SZ","300367.0","东方网力","20140121.0","20140129","1470.25","588.1","49.9","37.75","0.25","3.1487","2.23"
"300368.SZ","300368.0","汇金股份","20140115.0","20140123","1547.5","1238.0","18.77","21.33","0.6","2.2336","1.29"
"300369.SZ","300369.0","绿盟科技","20140121.0","20140129","2115.0","846.0","41.0","37.96","0.4","3.936","2.03"
"300370.SZ","300370.0","安控股份","20140113.0","20140123","1345.0","764.0","35.51","39.54","0.45","1.7598","2.1"
"300371.SZ","300371.0","汇中股份","20140115.0","20140123","1200.0","720.0","39.89","39.11","0.45","2.3934","2.49"
"300372.SZ","300372.0","欣泰电气","20140116.0","20140127","2144.5","1286.7","16.31","25.48","0.4","2.5735","1.45"
"300373.SZ","300373.0","扬杰科技","20140115.0","20140123","2060.0","1648.0","19.5","26.53","0.8","2.613","1.38"
"300374.SZ","300374.0","恒通科技","20150311.0","20150319","2434.0","2190.6","13.21","22.94","0.95","3.2153","0.67"
"300375.SZ","300375.0","鹏翎股份","20140115.0","20140127","2220.0","1114.0","19.58","24.17","0.65","2.2909","1.89"
"300376.SZ","300376.0","易事特","20140117.0","20140127","2239.0","1791.2","18.4","14.51","0.85","2.0958","1.62"
"300377.SZ","300377.0","赢时胜","20140116.0","20140127","1385.0","692.5","21.58","33.1","0.1","2.2335","2.42"
"300378.SZ","300378.0","鼎捷软件","20140117.0","20140127","3000.0","1800.0","20.77","27.37","0.6","5.9786","2.59"
"300379.SZ","300379.0","东方通","20140120.0","20140128","1285.83","1028.65","22.0","30.27","0.5","1.4153","1.04"
"300380.SZ","300380.0","安硕信息","20140117.0","20140128","1718.0","1030.8","23.4","40.06","0.65","2.0405","1.88"
"300381.SZ","300381.0","溢多利","20140117.0","20140128","1145.0","687.0","27.88","23.83","0.45","1.8958","1.73"
"300382.SZ","300382.0","斯莱克","20140120.0","20140129","1330.92","798.55","35.15","22.29","0.5","2.5438","1.65"
"300383.SZ","300383.0","光环新网","20140121.0","20140129","1364.5","818.7","38.3","37.79","0.5","3.3627","1.54"
"300384.SZ","300384.0","三联虹普","20140724.0","20140801","1334.0","1200.6","30.66","20.97","0.5","4.09","0.62"
"300385.SZ","300385.0","雪浪环境","20140618.0","20140626","2000.0","1800.0","14.73","22.17","0.8","2.946","0.46"
"300386.SZ","300386.0","飞天诚信","20140618.0","20140626","2376.0","1800.9","33.13","16.57","0.9","6.6293","0.54"
"300387.SZ","300387.0","富邦股份","20140624.0","20140702","1525.0","1169.1","20.48","23.01","0.3","2.6604","0.71"
"300388.SZ","300388.0","国祯环保","20140724.0","20140801","2206.0","1985.4","12.14","18.55","0.85","2.6781","0.48"
"300389.SZ","300389.0","艾比森","20140724.0","20140801","1966.0","1392.3","18.43","13.16","0.35","2.8511","0.72"
"300390.SZ","300390.0","天华超净","20140723.0","20140731","1950.0","1402.2","8.47","18.29","0.75","1.3196","0.3"
"300391.SZ","300391.0","康跃科技","20140724.0","20140801","1667.0","1500.3","9.84","20.5","0.3","1.6403","0.84"
"300392.SZ","300392.0","腾信股份","20140829.0","20140910","1600.0","1440.0","26.1","22.7","0.6","4.176","0.67"
"300393.SZ","300393.0","中来股份","20140828.0","20140912","2988.0","2114.1","16.42","20.95","1.15","3.8571","0.58"
"300394.SZ","300394.0","天孚通信","20150210.0","20150217","1859.0","1371.6","21.41","18.78","0.7","3.2629","0.61"
"300395.SZ","300395.0","菲利华","20140828.0","20140910","1620.0","1458.0","19.13","18.94","0.6","3.0991","0.66"
"300396.SZ","300396.0","迪瑞医疗","20140829.0","20140910","1534.0","1380.6","29.54","20.8","0.5","4.5314","0.77"
"300397.SZ","300397.0","天和防务","20140828.0","20140910","3000.0","2700.0","24.05","20.73","1.2","7.215","0.59"
"300398.SZ","300398.0","飞凯材料","20140924.0","20141009","2000.0","1800.0","18.15","22.84","0.8","3.63","0.52"
"300399.SZ","300399.0","京天利","20140924.0","20141009","2000.0","1800.0","11.19","20.35","0.8","2.238","0.39"
"300400.SZ","300400.0","劲拓股份","20140925.0","20141010","2000.0","1800.0","7.6","21.11","0.4","1.52","0.7"
"300401.SZ","300401.0","花园生物","20140924.0","20141009","2270.0","2043.0","7.01","21.1","0.9","1.5913","0.4"
"300402.SZ","300402.0","宝色股份","20140925.0","20141010","5100.0","4590.0","4.47","20.66","2.0","2.2797","0.58"
"300403.SZ","300403.0","地尔汉宇","20141023.0","20141030","3400.0","3060.0","19.3","21.99","1.35","6.562","0.63"
"300404.SZ","300404.0","博济医药","20150416.0","20150424","1667.0","1500.3","12.87","22.98","0.65","2.1454","0.3"
"300405.SZ","300405.0","科隆精化","20141023.0","20141030","1700.0","1530.0","16.45","22.84","0.65","2.7965","0.48"
"300406.SZ","300406.0","九强生物","20141023.0","20141030","3111.0","2198.7","14.32","10.07","1.2","3.4984","0.3"
"300407.SZ","300407.0","凯发电气","20141124.0","20141203","1700.0","1530.0","22.34","22.8","0.65","3.7978","0.49"
"300408.SZ","300408.0","三环集团","20141125.0","20141203","4600.0","4140.0","29.39","22.61","1.35","13.5194","1.23"
"300409.SZ","300409.0","道氏技术","20141124.0","20141203","1625.0","1462.5","17.3","20.35","0.65","2.8113","0.45"
"300410.SZ","300410.0","正业科技","20141219.0","20141231","1500.0","1350.0","10.79","22.96","0.6","1.6185","0.41"
"300411.SZ","300411.0","金盾股份","20141219.0","20141231","2000.0","1800.0","12.8","22.92","0.8","2.56","0.48"
"300412.SZ","300412.0","迦南科技","20141219.0","20141231","1340.0","1206.0","13.6","22.78","0.5","1.8224","0.45"
"300413.SZ","300413.0","快乐购","20150113.0","20150121","7000.0","6300.0","9.06","22.89","2.1","6.342","0.79"
